,term,grade,emp_length,annual_inc,pymnt_plan,out_prncp_inv,delinq_2yrs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
31880,36.0,4.0,5.0,70000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
47885,60.0,5.0,8.0,37300.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
56186,36.0,1.0,9.0,85000.0,0.0,11538.69,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
31690,36.0,2.0,1.0,40000.0,0.0,5549.19,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23962,36.0,3.0,10.0,115000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33918,36.0,4.0,10.0,100000.0,0.0,7349.45,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
94212,60.0,3.0,10.0,160000.0,0.0,24381.01,6.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26632,60.0,4.0,3.0,85000.0,0.0,10114.48,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
56107,36.0,3.0,10.0,75000.0,0.0,9687.68,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63385,60.0,6.0,5.0,84640.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
74214,36.0,4.0,3.0,215000.0,0.0,26564.2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
72741,36.0,4.0,10.0,73000.0,0.0,24209.76,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8700,36.0,2.0,10.0,86750.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23917,36.0,3.0,10.0,24000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34859,36.0,2.0,6.0,102000.0,0.0,0.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64832,36.0,4.0,6.0,102000.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90669,36.0,3.0,5.0,60000.0,0.0,20845.26,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10291,36.0,2.0,,65000.0,0.0,3863.85,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
18573,60.0,3.0,2.0,42000.0,0.0,11129.58,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
53285,60.0,4.0,,34417.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25405,36.0,4.0,3.0,34800.0,0.0,10154.28,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
62328,36.0,6.0,,57240.6,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41110,36.0,4.0,,27000.0,0.0,5034.03,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28382,60.0,3.0,4.0,71000.0,0.0,28034.97,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73936,60.0,2.0,10.0,55000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93038,36.0,1.0,1.0,71000.0,0.0,1593.62,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23601,36.0,4.0,10.0,120000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60515,60.0,3.0,2.0,205000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20181,36.0,2.0,10.0,100000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
62194,60.0,4.0,,88000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33548,36.0,4.0,,31396.0,0.0,3421.05,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26217,60.0,3.0,6.0,229000.0,0.0,25109.35,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43044,36.0,5.0,10.0,90000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88098,36.0,3.0,4.0,24000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54940,36.0,4.0,4.0,54000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7427,60.0,3.0,1.0,145000.0,0.0,26136.73,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52654,36.0,3.0,10.0,100000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23963,60.0,1.0,10.0,139000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
56380,36.0,2.0,1.0,156293.0,0.0,5692.98,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68603,60.0,7.0,5.0,60000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
67849,36.0,2.0,10.0,108000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49578,36.0,5.0,5.0,100000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
86011,36.0,1.0,3.0,125000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62510,60.0,3.0,6.0,90000.0,0.0,21692.96,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34181,36.0,1.0,8.0,72000.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
3027,60.0,3.0,10.0,115500.0,0.0,20754.89,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73649,36.0,4.0,5.0,45000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94526,36.0,1.0,0.0,170000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73924,36.0,4.0,10.0,109000.0,0.0,15442.82,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
90703,60.0,6.0,10.0,72576.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70240,60.0,4.0,6.0,175000.0,0.0,15780.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12702,36.0,4.0,10.0,53000.0,0.0,9056.85,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
95246,36.0,1.0,10.0,90000.0,0.0,3182.99,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
94861,60.0,4.0,10.0,90000.0,0.0,0.0,2.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53847,60.0,4.0,2.0,35000.0,0.0,10634.44,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
33603,60.0,4.0,10.0,76000.0,0.0,11354.16,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
94374,60.0,5.0,10.0,90000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
75349,36.0,1.0,0.0,80000.0,0.0,10045.56,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86316,60.0,5.0,6.0,114000.0,0.0,13977.91,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
17831,36.0,2.0,10.0,70000.0,0.0,7792.26,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64254,60.0,5.0,2.0,55000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
96705,36.0,4.0,10.0,40000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
44490,36.0,3.0,9.0,70400.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
78889,36.0,3.0,4.0,56163.0,0.0,8235.08,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
69461,60.0,3.0,10.0,188000.0,0.0,20908.37,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79547,36.0,3.0,4.0,47000.0,0.0,4750.18,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
65588,36.0,3.0,2.0,48000.0,0.0,4227.8,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
43089,60.0,4.0,10.0,88000.0,0.0,26936.24,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9804,36.0,4.0,2.0,60000.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32004,36.0,4.0,10.0,85000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20925,60.0,5.0,0.0,55000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46455,60.0,3.0,10.0,70000.0,0.0,0.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34570,60.0,7.0,4.0,49000.0,0.0,10769.73,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81413,36.0,4.0,,44315.28,0.0,15169.53,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
883,36.0,3.0,3.0,280000.0,0.0,9736.37,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54475,36.0,3.0,7.0,42000.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64983,36.0,3.0,3.0,25000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36420,60.0,3.0,3.0,120000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
35979,60.0,7.0,4.0,52000.0,0.0,12255.81,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
58532,60.0,5.0,,53545.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17403,36.0,4.0,,20000.0,0.0,3241.56,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10540,60.0,3.0,10.0,109700.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55574,60.0,3.0,10.0,67000.0,0.0,12261.23,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59348,36.0,2.0,10.0,85000.0,0.0,11385.84,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95697,60.0,5.0,1.0,60000.0,0.0,17575.63,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
10950,36.0,2.0,0.0,36200.0,0.0,2875.15,5.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
31520,60.0,3.0,4.0,208000.0,0.0,13555.78,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
57579,36.0,3.0,5.0,35000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13480,60.0,5.0,0.0,94750.0,0.0,21350.88,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
73888,36.0,5.0,3.0,110000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4249,60.0,3.0,10.0,102000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
54456,36.0,2.0,10.0,57000.0,0.0,9068.29,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
39301,60.0,6.0,7.0,49391.13,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94762,60.0,5.0,10.0,120000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
81583,60.0,4.0,10.0,58000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27031,36.0,4.0,5.0,62000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
36106,60.0,2.0,10.0,200000.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
92034,36.0,3.0,7.0,90000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
74239,36.0,2.0,10.0,105000.0,0.0,7810.48,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
47985,36.0,5.0,,30642.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
67248,36.0,4.0,,60000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15572,60.0,4.0,7.0,46650.0,0.0,22454.21,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
61989,60.0,4.0,1.0,75000.0,0.0,9646.07,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
59407,36.0,3.0,10.0,101000.0,0.0,7810.43,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88089,60.0,3.0,7.0,145000.0,0.0,27767.03,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64914,60.0,3.0,5.0,100000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17876,36.0,3.0,10.0,52000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46342,60.0,6.0,0.0,125960.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10163,36.0,3.0,6.0,48000.0,0.0,14829.35,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39858,60.0,4.0,10.0,110000.0,0.0,27959.41,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
59157,36.0,4.0,10.0,180000.0,0.0,0.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46088,36.0,2.0,10.0,110000.0,0.0,9069.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54908,60.0,5.0,7.0,98000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63807,60.0,3.0,3.0,98000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93788,36.0,3.0,5.0,29000.0,0.0,1332.88,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
20799,36.0,3.0,3.0,57000.0,0.0,4218.81,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58135,36.0,3.0,10.0,110000.0,0.0,3422.01,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20900,36.0,3.0,7.0,40000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
92629,36.0,3.0,10.0,135000.0,0.0,4973.4,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
91019,36.0,3.0,10.0,53000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
44931,60.0,3.0,0.0,100000.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6933,36.0,3.0,7.0,50000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6166,60.0,3.0,9.0,36000.0,0.0,17357.78,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86180,60.0,4.0,5.0,87000.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
54502,36.0,2.0,8.0,35000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54770,36.0,2.0,4.0,65000.0,0.0,14596.19,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
56371,36.0,2.0,3.0,165000.0,0.0,11147.24,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28284,36.0,3.0,3.0,70000.0,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18063,36.0,3.0,0.0,49992.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86750,60.0,2.0,,70000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
62769,36.0,2.0,1.0,70000.0,0.0,1355.34,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29573,60.0,4.0,10.0,96000.0,0.0,17936.41,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19234,36.0,3.0,,28000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
58127,36.0,3.0,2.0,20200.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40465,36.0,3.0,10.0,30000.0,1.0,6067.14,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25948,60.0,4.0,7.0,61384.0,0.0,14262.1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
42857,60.0,5.0,1.0,85000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31121,36.0,4.0,10.0,75000.0,0.0,13106.49,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60341,36.0,5.0,10.0,82000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66806,36.0,2.0,,65000.0,0.0,10161.2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12978,36.0,2.0,2.0,134000.0,0.0,13302.68,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78346,36.0,2.0,10.0,69000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
27893,60.0,3.0,2.0,145000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85116,36.0,2.0,3.0,39000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
81237,36.0,6.0,10.0,120000.0,0.0,27097.77,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
457,36.0,2.0,10.0,100000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
67272,60.0,5.0,4.0,79000.0,0.0,24568.01,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
58711,60.0,4.0,10.0,86433.0,0.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41151,36.0,3.0,0.0,25000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
96621,36.0,2.0,,64000.0,0.0,4833.1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23727,60.0,3.0,3.0,48000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
94743,36.0,3.0,1.0,36000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41551,36.0,4.0,9.0,75000.0,0.0,15925.65,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5799,36.0,2.0,3.0,350000.0,0.0,12092.56,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82618,60.0,6.0,1.0,105000.0,1.0,22264.76,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31982,36.0,2.0,6.0,75000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
31800,60.0,3.0,4.0,115000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29648,36.0,3.0,3.0,91800.0,0.0,18304.02,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15837,36.0,4.0,6.0,73800.0,0.0,5270.86,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45574,36.0,3.0,4.0,35000.0,0.0,7681.55,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25136,36.0,3.0,2.0,46000.0,0.0,5887.22,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80470,36.0,5.0,2.0,30000.0,0.0,4996.2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40605,36.0,3.0,1.0,80000.0,0.0,29250.17,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74661,60.0,5.0,4.0,55000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
64302,36.0,4.0,10.0,72000.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5579,36.0,5.0,0.0,52000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34402,36.0,3.0,5.0,60000.0,0.0,10771.22,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
63458,36.0,4.0,9.0,120000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
712,36.0,3.0,10.0,56689.0,0.0,10368.31,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70857,36.0,2.0,2.0,147000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20690,36.0,4.0,7.0,41000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36825,36.0,4.0,10.0,300000.0,0.0,21815.38,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4421,36.0,4.0,10.0,85000.0,0.0,6620.86,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
60714,36.0,4.0,0.0,25000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
90116,60.0,3.0,10.0,90000.0,0.0,24740.46,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12931,36.0,3.0,,45000.0,0.0,5369.3,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
86574,36.0,4.0,4.0,53000.0,0.0,16094.88,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
106,36.0,4.0,2.0,26000.0,0.0,3157.91,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
18903,36.0,5.0,10.0,36000.0,0.0,5663.92,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31934,36.0,4.0,1.0,50000.0,0.0,8379.43,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79022,36.0,3.0,4.0,75000.0,0.0,13848.2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
36049,60.0,3.0,4.0,60000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
95101,36.0,3.0,9.0,50000.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83280,60.0,3.0,10.0,67000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
53314,36.0,7.0,10.0,80000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
43437,36.0,3.0,4.0,45000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26586,60.0,3.0,6.0,52000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
77287,36.0,3.0,3.0,50000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
82571,60.0,7.0,5.0,45000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
68782,60.0,3.0,2.0,93500.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2280,36.0,3.0,1.0,64000.0,0.0,16738.36,2.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51788,36.0,2.0,9.0,85000.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85483,36.0,3.0,10.0,120000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
86533,60.0,5.0,10.0,70000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
96495,36.0,3.0,,42000.0,0.0,7754.31,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
15990,60.0,3.0,10.0,450000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3580,36.0,2.0,10.0,70000.0,0.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6559,36.0,2.0,8.0,66000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
29775,36.0,4.0,1.0,90000.0,0.0,9897.38,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54859,60.0,3.0,10.0,60000.0,0.0,19371.05,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
34258,60.0,5.0,10.0,50000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81342,36.0,4.0,3.0,60000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73776,36.0,5.0,10.0,26500.0,0.0,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
48578,36.0,4.0,3.0,35000.0,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
84158,60.0,4.0,2.0,55000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
12649,60.0,3.0,10.0,130000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32729,36.0,4.0,9.0,95000.0,0.0,11926.32,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5111,60.0,6.0,10.0,47230.0,0.0,15229.23,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
53068,36.0,4.0,9.0,55000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66518,36.0,3.0,2.0,35000.0,0.0,4247.36,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
24382,36.0,2.0,2.0,92000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
90599,36.0,3.0,4.0,180000.0,0.0,16455.26,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55307,36.0,3.0,8.0,65000.0,0.0,6114.83,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11735,36.0,3.0,3.0,150000.0,0.0,0.0,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70602,36.0,4.0,5.0,70000.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
63898,36.0,4.0,0.0,31200.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
