,term,grade,emp_length,annual_inc,pymnt_plan,out_prncp_inv,delinq_2yrs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9091,36.0,2.0,1.0,45000.0,0.0,3027.06,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94546,36.0,3.0,9.0,40000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
25179,36.0,4.0,10.0,30000.0,0.0,3635.67,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25284,36.0,2.0,10.0,65000.0,0.0,3519.07,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
27165,36.0,2.0,2.0,49000.0,0.0,5080.6,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7783,36.0,2.0,10.0,68000.0,0.0,2803.29,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13868,36.0,2.0,3.0,84000.0,0.0,9710.77,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23271,60.0,3.0,4.0,100000.0,0.0,16240.7,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39664,36.0,3.0,1.0,40000.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21702,36.0,3.0,2.0,30000.0,0.0,4530.49,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41974,36.0,3.0,10.0,150000.0,0.0,6418.25,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
9430,36.0,3.0,10.0,46000.0,0.0,13565.4,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
53101,36.0,3.0,5.0,75000.0,0.0,23313.9,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69695,36.0,3.0,1.0,35000.0,0.0,4588.68,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
58729,60.0,5.0,0.0,58000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39754,36.0,2.0,5.0,70000.0,0.0,14229.18,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84534,36.0,1.0,10.0,250000.0,0.0,6026.32,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
62534,36.0,4.0,5.0,99099.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88112,36.0,3.0,8.0,38918.0,0.0,6289.13,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73669,36.0,3.0,10.0,50000.0,0.0,6664.76,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
82704,60.0,5.0,0.0,110000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15346,60.0,3.0,10.0,80000.0,0.0,19583.41,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74609,36.0,1.0,10.0,85000.0,0.0,6392.13,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
14657,60.0,3.0,10.0,68000.0,0.0,8358.19,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
74247,36.0,3.0,3.0,111000.0,0.0,10556.09,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
89465,36.0,1.0,,100000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29973,36.0,1.0,10.0,45000.0,0.0,6928.28,0.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
75764,60.0,3.0,3.0,48500.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
74479,36.0,1.0,9.0,86000.0,0.0,13769.53,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79833,36.0,3.0,5.0,65000.0,0.0,7896.77,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18331,60.0,4.0,9.0,55000.0,0.0,11376.45,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84562,36.0,4.0,,82200.0,0.0,3368.68,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
58825,36.0,2.0,2.0,53000.0,0.0,9112.81,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
87987,36.0,4.0,10.0,42000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35293,36.0,1.0,7.0,70000.0,0.0,9634.24,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65102,36.0,3.0,1.0,35000.0,0.0,4105.74,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
85223,36.0,1.0,10.0,67000.0,0.0,9182.06,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59723,36.0,2.0,5.0,50000.0,0.0,1943.42,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
65895,36.0,2.0,10.0,70000.0,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95208,36.0,3.0,7.0,140000.0,0.0,7625.08,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
90294,36.0,2.0,10.0,150000.0,0.0,3886.98,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84854,36.0,2.0,10.0,90000.0,0.0,12422.29,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46383,36.0,2.0,4.0,40000.0,0.0,8003.36,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57625,60.0,5.0,7.0,85000.0,0.0,15481.26,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48406,60.0,3.0,10.0,45000.0,0.0,10057.41,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29824,36.0,2.0,10.0,70000.0,0.0,5128.61,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
25375,60.0,3.0,10.0,120600.0,0.0,0.0,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76660,60.0,3.0,1.0,90000.0,0.0,16642.15,3.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
49809,36.0,3.0,10.0,43000.0,0.0,5454.71,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
23035,36.0,3.0,4.0,52000.0,0.0,5966.08,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
16424,36.0,1.0,,70000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13486,36.0,2.0,10.0,90000.0,0.0,3518.29,2.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
38109,60.0,2.0,4.0,108000.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
45694,60.0,3.0,6.0,80000.0,0.0,10817.97,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81328,60.0,3.0,7.0,45000.0,0.0,8227.21,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9937,36.0,4.0,10.0,82000.0,0.0,2798.16,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23514,36.0,2.0,6.0,43000.0,0.0,3884.28,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73465,60.0,3.0,6.0,177000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
13464,36.0,3.0,,24000.0,0.0,717.9,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
72068,60.0,3.0,0.0,132000.0,0.0,24595.34,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24526,60.0,2.0,5.0,75000.0,0.0,15268.15,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
47533,36.0,2.0,0.0,55000.0,0.0,2427.88,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
64714,36.0,2.0,3.0,100000.0,0.0,13021.88,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40630,60.0,3.0,10.0,85000.0,0.0,16673.49,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50246,36.0,2.0,10.0,55000.0,0.0,5335.57,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68657,36.0,1.0,9.0,140000.0,0.0,9448.58,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25340,36.0,3.0,10.0,75000.0,0.0,4115.58,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51705,60.0,1.0,9.0,89000.0,0.0,8157.77,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39570,36.0,3.0,10.0,77160.0,0.0,11499.15,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34704,36.0,3.0,10.0,143800.0,0.0,24242.67,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
88841,36.0,3.0,10.0,45000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
8601,60.0,2.0,10.0,78000.0,0.0,20230.68,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69398,36.0,2.0,3.0,50000.0,0.0,5183.22,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
80169,36.0,4.0,1.0,54000.0,0.0,10146.84,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
56590,36.0,3.0,10.0,260000.0,0.0,12863.19,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
66047,60.0,3.0,2.0,80000.0,0.0,9112.23,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
28083,36.0,2.0,,28000.0,0.0,4403.13,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
46793,60.0,5.0,9.0,45000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77777,36.0,1.0,,90000.0,0.0,1259.82,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64393,36.0,1.0,10.0,150000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72245,60.0,6.0,10.0,54000.0,0.0,15814.33,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
30817,36.0,2.0,1.0,55000.0,0.0,6636.15,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
12110,36.0,1.0,10.0,82296.0,0.0,7930.45,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
26550,36.0,3.0,10.0,86000.0,0.0,25123.19,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2788,36.0,2.0,3.0,194000.0,0.0,25548.5,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
60607,60.0,5.0,10.0,96000.0,0.0,30729.59,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84362,36.0,1.0,1.0,126500.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
41296,36.0,2.0,10.0,65000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59008,60.0,3.0,2.0,55000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
39890,36.0,4.0,0.0,65000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70413,36.0,4.0,2.0,35000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
54105,36.0,4.0,10.0,75000.0,0.0,24172.98,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
62291,36.0,4.0,2.0,59000.0,0.0,5445.06,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34342,36.0,1.0,5.0,41000.0,0.0,10344.12,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
56393,36.0,4.0,8.0,62000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
44161,36.0,3.0,0.0,30000.0,0.0,5647.11,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
46164,36.0,3.0,2.0,85000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12633,36.0,4.0,10.0,59000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40133,60.0,5.0,10.0,40000.0,0.0,10454.97,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
45171,36.0,3.0,9.0,50000.0,0.0,4115.76,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58977,36.0,1.0,10.0,99600.0,0.0,10078.56,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25635,36.0,3.0,1.0,43000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
4155,36.0,1.0,10.0,185000.0,0.0,16420.64,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32176,60.0,2.0,10.0,130000.0,0.0,19807.34,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80613,36.0,2.0,2.0,120000.0,0.0,10463.57,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
55843,36.0,2.0,10.0,144000.0,0.0,7680.94,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
38366,36.0,2.0,10.0,136000.0,0.0,13006.34,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4024,36.0,1.0,5.0,106000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
87297,36.0,4.0,9.0,49000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41963,36.0,3.0,10.0,130000.0,0.0,24121.4,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95807,36.0,3.0,6.0,156000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
37766,36.0,2.0,10.0,48000.0,0.0,6777.37,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
64317,60.0,6.0,2.0,110000.0,0.0,31572.72,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
572,36.0,1.0,10.0,38000.0,0.0,5542.58,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69629,36.0,2.0,10.0,74000.0,0.0,1676.55,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3166,36.0,1.0,10.0,54000.0,0.0,4137.6,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
57393,36.0,2.0,4.0,40000.0,0.0,4689.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62804,36.0,1.0,10.0,44500.0,0.0,3560.11,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
81164,60.0,2.0,3.0,59000.0,0.0,9775.07,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
59346,60.0,3.0,3.0,230000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17093,36.0,2.0,10.0,46000.0,0.0,4223.83,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
47434,60.0,5.0,0.0,40000.0,0.0,10535.78,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
96310,36.0,2.0,5.0,97000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
85077,36.0,2.0,2.0,40000.0,0.0,1998.46,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5970,36.0,3.0,4.0,50000.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
63827,36.0,1.0,10.0,102000.0,0.0,1199.8,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
91495,36.0,3.0,1.0,45000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
64835,36.0,2.0,10.0,55000.0,0.0,0.0,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67110,60.0,2.0,10.0,61500.0,0.0,8149.77,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
76303,36.0,3.0,10.0,91000.0,0.0,1979.26,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15865,36.0,4.0,2.0,44000.0,0.0,2617.65,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
79701,36.0,2.0,9.0,60000.0,0.0,4883.15,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70526,36.0,1.0,1.0,125000.0,0.0,12495.42,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
41839,36.0,3.0,10.0,65000.0,0.0,5474.37,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
13694,36.0,3.0,10.0,100000.0,0.0,2562.42,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
90386,60.0,4.0,10.0,92564.03,0.0,33213.52,5.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79852,36.0,2.0,5.0,48072.0,0.0,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
68234,36.0,3.0,10.0,56000.0,0.0,18661.7,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22739,60.0,3.0,10.0,45000.0,0.0,8580.38,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75708,36.0,3.0,4.0,40000.0,0.0,0.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63744,36.0,4.0,10.0,63175.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57025,60.0,5.0,1.0,80000.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
81134,60.0,3.0,10.0,125000.0,0.0,28797.09,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79705,36.0,3.0,10.0,92000.0,0.0,20976.7,3.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
77892,60.0,3.0,10.0,55000.0,0.0,9940.7,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55545,36.0,2.0,0.0,31500.0,0.0,3417.34,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
40119,36.0,3.0,10.0,57000.0,0.0,1722.92,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
21729,36.0,3.0,3.0,65000.0,0.0,8541.66,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
93484,36.0,2.0,2.0,55000.0,0.0,0.0,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
73144,36.0,3.0,10.0,51720.0,0.0,6664.76,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
6781,36.0,3.0,10.0,68000.0,0.0,11074.88,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7757,36.0,2.0,10.0,35000.0,0.0,5630.56,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31409,60.0,3.0,0.0,70000.0,0.0,11833.43,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5073,36.0,1.0,2.0,42000.0,0.0,4105.16,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
32638,36.0,2.0,0.0,125000.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
47570,36.0,3.0,10.0,43500.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
54605,60.0,3.0,6.0,75000.0,0.0,8246.72,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50794,36.0,2.0,4.0,40000.0,0.0,6744.39,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
44201,36.0,4.0,,39000.0,0.0,12526.32,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59044,36.0,3.0,10.0,56000.0,0.0,9832.77,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83531,36.0,3.0,1.0,120000.0,0.0,15995.61,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
65899,36.0,1.0,10.0,219000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
51058,36.0,3.0,6.0,99403.0,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51206,60.0,3.0,10.0,92000.0,0.0,13337.76,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
93518,60.0,3.0,10.0,181000.0,0.0,24566.47,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27888,36.0,3.0,8.0,33800.0,0.0,3429.6,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
70285,60.0,4.0,10.0,40000.0,0.0,16715.37,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83166,60.0,3.0,10.0,130000.0,0.0,18639.22,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52087,36.0,2.0,8.0,42000.0,0.0,6638.58,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18053,36.0,3.0,,42000.0,0.0,13797.81,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
60235,60.0,3.0,10.0,160000.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
25974,36.0,2.0,10.0,36000.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
39631,36.0,2.0,4.0,55000.0,0.0,5419.33,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
278,36.0,2.0,10.0,75000.0,0.0,5606.41,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7588,60.0,3.0,5.0,71000.0,0.0,8472.32,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
41169,36.0,2.0,10.0,56000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7646,60.0,3.0,10.0,90000.0,0.0,10257.24,1.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
802,36.0,1.0,2.0,46000.0,0.0,6739.38,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22916,36.0,3.0,5.0,87734.0,0.0,2831.57,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
39067,60.0,3.0,1.0,83000.0,0.0,10003.81,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94912,36.0,3.0,9.0,47000.0,0.0,1710.97,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
11491,36.0,1.0,,84000.0,0.0,10392.52,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
86928,36.0,3.0,8.0,62000.0,0.0,6365.93,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18433,36.0,1.0,10.0,100000.0,0.0,10262.83,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
69645,36.0,2.0,1.0,30000.0,0.0,2119.49,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
95379,36.0,1.0,10.0,97500.0,0.0,9448.63,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
88290,36.0,3.0,7.0,50000.0,0.0,10355.46,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
30065,60.0,4.0,6.0,52000.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80477,60.0,3.0,10.0,225000.0,0.0,16492.45,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
6455,60.0,3.0,2.0,96900.0,0.0,23840.76,6.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
21641,60.0,3.0,8.0,86365.0,0.0,25643.11,3.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92804,36.0,2.0,10.0,65000.0,0.0,11969.38,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5324,36.0,1.0,10.0,90000.0,0.0,10392.43,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
56445,36.0,3.0,0.0,82000.0,0.0,13783.67,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
92340,60.0,3.0,10.0,111000.0,0.0,16377.64,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10312,36.0,1.0,10.0,160000.0,0.0,17104.9,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35975,60.0,5.0,9.0,36000.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
48976,36.0,1.0,0.0,95500.0,0.0,7952.93,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1956,60.0,3.0,6.0,39000.0,0.0,17029.04,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
55832,36.0,4.0,4.0,47000.0,0.0,11308.93,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
16131,36.0,2.0,9.0,70000.0,0.0,0.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16789,36.0,3.0,10.0,96300.0,0.0,14308.29,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
90861,36.0,2.0,6.0,85000.0,0.0,14712.63,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39951,36.0,3.0,3.0,48000.0,0.0,6818.53,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34661,36.0,2.0,7.0,60000.0,0.0,6744.39,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65590,36.0,1.0,2.0,34000.0,0.0,12749.52,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33968,36.0,2.0,4.0,34000.0,0.0,10521.19,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
66816,36.0,4.0,3.0,70000.0,0.0,8037.85,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33432,36.0,3.0,10.0,90000.0,0.0,6818.53,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
76119,36.0,3.0,3.0,66000.0,0.0,5244.06,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13327,36.0,2.0,10.0,96632.0,0.0,0.0,4.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30272,36.0,2.0,10.0,200000.0,0.0,19626.19,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13022,36.0,2.0,0.0,30000.0,0.0,4222.85,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
60499,60.0,1.0,10.0,342000.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6213,36.0,1.0,10.0,62100.0,0.0,0.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
